image_path,label,split
gambarayam/train/Coccidiosis/cocci.1242.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.695.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1915.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.681.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1901.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.859.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.65.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1929.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.871.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1097.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1083.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.865.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.656.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.130.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.71.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.124.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.65.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.642.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1732.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1054.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.118.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1040.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.59.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1726.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.939.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.100.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1861.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.114.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1875.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1685.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.905.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1691.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.911.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.128.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1849.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.722.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1108.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.736.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1646.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1652.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.285.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.0.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.302.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.316.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.291.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1487.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1493.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.246.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1478.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.520.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.534.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.252.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1322.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1444.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1450.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.508.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1336.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1320.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.278.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1334.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1452.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.522.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.244.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1308.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.536.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1485.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1491.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.328.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.300.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.287.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.293.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.314.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1122.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1650.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1888.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1136.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.734.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1687.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.907.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1693.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.913.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1863.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1877.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.116.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.668.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1730.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1724.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1042.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.73.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.132.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.654.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.98.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.898.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1718.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.67.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.126.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1095.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.67.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.867.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.73.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.98.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1081.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1917.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.683.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1254.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.318.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1526.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.2007.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.456.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.330.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1268.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.324.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.442.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.2013.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.248.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.495.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.274.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.481.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.261.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.275.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.494.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1282.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.249.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1296.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.325.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.2012.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.2006.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1269.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.331.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1241.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.319.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1527.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1533.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1902.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.682.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.696.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.72.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.866.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1080.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.99.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1094.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.66.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.872.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1719.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.899.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.127.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.66.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.133.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.655.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1725.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1043.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1057.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1731.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.669.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1876.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.103.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1862.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.912.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1692.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1686.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.735.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1679.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.709.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1137.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1123.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1645.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.315.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.3.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.301.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1490.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1484.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.251.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1309.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.537.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.523.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1335.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1453.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1447.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.279.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1321.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1319.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.241.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.533.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1443.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1331.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.269.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.282.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.305.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.7.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.311.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.296.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1480.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1494.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.725.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1669.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1641.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1899.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.719.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1127.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1133.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1866.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.107.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1872.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.113.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.902.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1696.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.916.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.889.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1709.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.76.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.123.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.89.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.645.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1053.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.679.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1721.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.692.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1912.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.686.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1906.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.62.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1090.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.89.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.862.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.76.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.335.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.2002.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.453.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.447.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.2016.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.309.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1251.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1537.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1523.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1245.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.490.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.271.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.484.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.265.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1292.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.259.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1286.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.258.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1287.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1293.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.485.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.491.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1244.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1250.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1536.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.2017.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1278.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.320.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.334.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.452.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.2003.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1085.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.77.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.63.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.877.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.88.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1907.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.687.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1046.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1734.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1052.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.122.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.63.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.644.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.88.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1708.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.888.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.650.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.136.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.77.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1697.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.903.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1683.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.112.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1873.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.106.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1132.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.718.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1898.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1640.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1126.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.730.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1668.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.724.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.1495.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.338.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.310.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.297.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/cocci.6.jpg,Coccidiosis,train
gambarayam/train/Coccidiosis/pcrcocci.304.jpg,Coccidiosis,train
